op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,scale,zero_point,tensor_name
ADD,631,200704.0,0.0021181724,6.0927534e-05,0.006894805,4.506225e-06,0.0137998,-128,onnx_tf_prefix_Relu_96;onnx_tf_prefix_Add_95
CONV_2D,635,100352.0,0.0016170763,-1.8253328e-05,0.016560411,2.6206224e-06,0.010710776,-128,onnx_tf_prefix_Relu_98;Add_44;convolution_51;convolution_43;Const_20
TRANSPOSE,639,100352.0,0.0,0.0,0.0,0.0,0.010710776,-128,transpose_133
PAD,643,131072.0,0.0,0.0,0.0,0.0,0.010710776,-128,Pad_14
TRANSPOSE,647,131072.0,0.0,0.0,0.0,0.0,0.010710776,-128,transpose_135
CONV_2D,651,25088.0,0.0020145508,-1.0517951e-05,0.014748189,4.0633613e-06,0.010837653,-128,onnx_tf_prefix_Relu_100;Add_45;convolution_51;convolution_44;Const_18
CONV_2D,655,100352.0,0.011293889,2.6346057e-05,0.083506525,0.0001275745,0.036565796,-18,Add_46;convolution_52;convolution_45;Const_16
CONV_2D,659,100352.0,0.013171926,3.359205e-05,0.12380925,0.0001735139,0.04360323,-17,Add_47;convolution_52;convolution_46;Const_14
ADD,663,100352.0,0.007605596,4.612005e-05,0.020773498,5.7871537e-05,0.0416496,-128,onnx_tf_prefix_Relu_104;onnx_tf_prefix_Add_103
CONV_2D,667,25088.0,0.001334631,-9.768061e-06,0.014169659,1.7835067e-06,0.0080039,-128,onnx_tf_prefix_Relu_106;Add_48;convolution_51;convolution_47;Const_12
TRANSPOSE,671,25088.0,0.0,0.0,0.0,0.0,0.0080039,-128,transpose_145
PAD,675,41472.0,0.0,0.0,0.0,0.0,0.0080039,-128,Pad_15
TRANSPOSE,679,41472.0,0.0,0.0,0.0,0.0,0.0080039,-128,transpose_147
CONV_2D,683,25088.0,0.0010724671,1.6213858e-06,0.008818707,1.1520044e-06,0.005628135,-128,onnx_tf_prefix_Relu_108;Add_49;convolution_51;convolution_48;Const_10
