,op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,scale,zero_point,tensor_name,range,rmse/scale
183,FULLY_CONNECTED,1360,602112.0,0.13683596,-0.012751234,0.7661547,0.018891549,0.11562548,28,onnx_tf_prefix_Mul_242;onnx_tf_prefix_Add_243;onnx_tf_prefix_MatMul_244;onnx_tf_prefix_Add_245;onnx_tf_prefix_Mul_2471,29.484497400000002,1.1887218234443007
600,MEAN,3028,196.0,421.5459,-72.8392,3059.611,291704.4,462.45157,-128,onnx_tf_prefix_ReduceMean_835,117925.15035,1.167898852664619
95,MEAN,1008,784.0,0.0015537844,8.398192e-05,0.03065419,3.7412863e-06,0.0017406772,38,onnx_tf_prefix_ReduceMean_124,0.443872686,1.1111999955760337
233,FULLY_CONNECTED,1560,602112.0,0.07970751,-0.007037379,0.42058757,0.0064060166,0.07221728,15,onnx_tf_prefix_Mul_314;onnx_tf_prefix_Add_315;onnx_tf_prefix_MatMul_316;onnx_tf_prefix_Add_3171,18.4154064,1.1082886937363072
234,FULLY_CONNECTED,1564,602112.0,0.1356615,-0.011977842,0.7158379,0.018556785,0.12291378,15,onnx_tf_prefix_Mul_314;onnx_tf_prefix_Add_315;onnx_tf_prefix_MatMul_316;onnx_tf_prefix_Add_317;onnx_tf_prefix_Mul_3191,31.3430139,1.1082833101390241
175,MEAN,1328,196.0,0.001191398,-0.00010580302,0.013187411,2.2391403e-06,0.0013685958,9,onnx_tf_prefix_ReduceMean_233,0.34899192900000003,1.0933657121665894
454,FULLY_CONNECTED,2444,602112.0,0.0893319,-0.009637486,2.3131905,0.008078823,0.082332104,6,onnx_tf_prefix_Mul_626;onnx_tf_prefix_Add_627;onnx_tf_prefix_MatMul_628;onnx_tf_prefix_Add_6291,20.994686520000002,1.0917038267595627
455,FULLY_CONNECTED,2448,602112.0,0.15204272,-0.016365526,3.9370477,0.023401482,0.14012927,6,onnx_tf_prefix_Mul_626;onnx_tf_prefix_Add_627;onnx_tf_prefix_MatMul_628;onnx_tf_prefix_Add_629;onnx_tf_prefix_Mul_6311,35.73296385,1.091673633921208
404,FULLY_CONNECTED,2244,602112.0,0.19011162,-0.004489899,2.009031,0.036183022,0.17488751,0,onnx_tf_prefix_Mul_554;onnx_tf_prefix_Add_555;onnx_tf_prefix_MatMul_556;onnx_tf_prefix_Add_557;onnx_tf_prefix_Mul_5591,44.59631505,1.0876611684751636
403,FULLY_CONNECTED,2240,602112.0,0.111697644,-0.0026375551,1.1803916,0.012490376,0.1027541,0,onnx_tf_prefix_Mul_554;onnx_tf_prefix_Add_555;onnx_tf_prefix_MatMul_556;onnx_tf_prefix_Add_5571,26.2022955,1.0876485780232632
407,FULLY_CONNECTED,2256,150528.0,1.5701042,-0.006406853,62.7922,2.4891548,1.45255,-94,onnx_tf_prefix_MatMul_562;onnx_tf_prefix_Add_563;onnx_tf_prefix_Mul_564,370.40025,1.0861626444579917
231,RSQRT,1552,196.0,0.0015108165,-6.5760716e-05,0.0102418605,7.702849e-06,0.0026093025,-128,onnx_tf_prefix_Div_313;onnx_tf_prefix_Sqrt_312,0.6653721375,1.0636561655047998
251,FULLY_CONNECTED,1632,602112.0,0.12779374,-0.015578404,0.630189,0.016576799,0.121141605,33,onnx_tf_prefix_Mul_338;onnx_tf_prefix_Add_339;onnx_tf_prefix_MatMul_340;onnx_tf_prefix_Add_341;onnx_tf_prefix_Mul_3431,30.891109275,1.06281337813979
250,FULLY_CONNECTED,1628,602112.0,0.075084455,-0.00915296,0.37026405,0.0057224426,0.07117603,33,onnx_tf_prefix_Mul_338;onnx_tf_prefix_Add_339;onnx_tf_prefix_MatMul_340;onnx_tf_prefix_Add_3411,18.14988765,1.062813254539265
217,FULLY_CONNECTED,1496,602112.0,0.13963853,-0.0147458175,0.77220386,0.019727936,0.13347085,2,onnx_tf_prefix_Mul_290;onnx_tf_prefix_Add_291;onnx_tf_prefix_MatMul_292;onnx_tf_prefix_Add_293;onnx_tf_prefix_Mul_2951,34.03506675,1.0523359302779747
216,FULLY_CONNECTED,1492,602112.0,0.08204332,-0.008664824,0.4537051,0.0068101836,0.07842002,2,onnx_tf_prefix_Mul_290;onnx_tf_prefix_Add_291;onnx_tf_prefix_MatMul_292;onnx_tf_prefix_Add_2931,19.9971051,1.0523312357797947
56,FULLY_CONNECTED,852,2408448.0,0.074287705,0.00029170743,0.37215564,0.005519065,0.070906796,20,onnx_tf_prefix_Mul_72;onnx_tf_prefix_Add_73;onnx_tf_prefix_MatMul_74;onnx_tf_prefix_Add_751,18.08123298,1.0477191760161964
57,FULLY_CONNECTED,856,2408448.0,0.12643765,0.0004966215,0.6334095,0.015987646,0.12068336,20,onnx_tf_prefix_Mul_72;onnx_tf_prefix_Add_73;onnx_tf_prefix_MatMul_74;onnx_tf_prefix_Add_75;onnx_tf_prefix_Mul_771,30.7742568,1.0477191180618504
489,FULLY_CONNECTED,2584,602112.0,0.18676443,-0.004901667,2.582739,0.03505418,0.18148306,12,onnx_tf_prefix_Mul_674;onnx_tf_prefix_Add_675;onnx_tf_prefix_MatMul_676;onnx_tf_prefix_Add_677;onnx_tf_prefix_Mul_6791,46.2781803,1.031653397757722
488,FULLY_CONNECTED,2580,602112.0,0.10973232,-0.0028794212,1.5174781,0.012100979,0.10662928,12,onnx_tf_prefix_Mul_674;onnx_tf_prefix_Add_675;onnx_tf_prefix_MatMul_676;onnx_tf_prefix_Add_6771,27.190466400000002,1.031653312392171
654,FULLY_CONNECTED,3244,301056.0,0.21543856,0.007140549,2.6622598,0.046598945,0.21295257,9,onnx_tf_prefix_Mul_903;onnx_tf_prefix_Add_904;onnx_tf_prefix_MatMul_905;onnx_tf_prefix_Add_906;onnx_tf_prefix_Mul_9081,54.30290535,1.0136899866427316
653,FULLY_CONNECTED,3240,301056.0,0.12657838,0.0041952063,1.5641946,0.016086,0.12511902,9,onnx_tf_prefix_Mul_903;onnx_tf_prefix_Add_904;onnx_tf_prefix_MatMul_905;onnx_tf_prefix_Add_9061,31.9053501,1.0136795802737013
267,FULLY_CONNECTED,1696,602112.0,0.08027954,-0.010295576,0.35893327,0.006551604,0.08070287,13,onnx_tf_prefix_Mul_362;onnx_tf_prefix_Add_363;onnx_tf_prefix_MatMul_364;onnx_tf_prefix_Add_3651,20.57923185,1.0029628341555326
268,FULLY_CONNECTED,1700,602112.0,0.13663478,-0.017523713,0.6109018,0.018978463,0.13735627,13,onnx_tf_prefix_Mul_362;onnx_tf_prefix_Add_363;onnx_tf_prefix_MatMul_364;onnx_tf_prefix_Add_365;onnx_tf_prefix_Mul_3671,35.02584885,1.0029563445466254
657,FULLY_CONNECTED,3256,75264.0,0.18921994,0.0008678742,16.81446,0.056376956,0.23790962,-8,onnx_tf_prefix_MatMul_911;onnx_tf_prefix_Add_912;onnx_tf_prefix_Mul_913,60.66695309999999,0.9980189973480236
480,DEPTHWISE_CONV_2D,2548,150528.0,2.6227133,-0.056953702,205.11517,7.665472,2.806788,14,Add_29;depthwise_32;depthwise_26;Const_96,715.73094,0.9864153905172603
463,DEPTHWISE_CONV_2D,2480,150528.0,1.9249703,-0.026982993,131.29694,3.9791648,2.0253866,8,Add_28;depthwise_32;depthwise_25;Const_105,516.473583,0.984890686734837
