,op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,scale,zero_point,tensor_name,range,rmse/scale
102,TRANSPOSE,639,100352.0,0.0,0.0,0.0,0.0,0.008944058,-128,transpose_133,2.28073479,0.0
95,TRANSPOSE,611,50176.0,0.0,0.0,0.0,0.0,0.009995862,-128,transpose_124,2.54894481,0.0
96,PAD,615,65536.0,0.0,0.0,0.0,0.0,0.009995862,-128,Pad_13,2.54894481,0.0
97,TRANSPOSE,619,65536.0,0.0,0.0,0.0,0.0,0.009995862,-128,transpose_126,2.54894481,0.0
119,TRANSPOSE,707,41472.0,0.0,0.0,0.0,0.0,0.007186645,-128,transpose_156,1.832594475,0.0
104,TRANSPOSE,647,131072.0,0.0,0.0,0.0,0.0,0.008944058,-128,transpose_135,2.28073479,0.0
6,MAX_POOL_2D,255,193600.0,0.0,0.0,0.0,0.0,0.01873804,-128,MaxPool2d,4.778200200000001,0.0
89,PAD,587,65536.0,0.0,0.0,0.0,0.0,0.0069013624,-128,Pad_12,1.759847412,0.0
25,TRANSPOSE,331,207936.0,0.0,0.0,0.0,0.0,0.0077730874,-128,transpose_30,1.982137287,0.0
45,TRANSPOSE,411,100352.0,0.0,0.0,0.0,0.0,0.005934346,-128,transpose_58,1.51325823,0.0
40,TRANSPOSE,391,115200.0,0.0,0.0,0.0,0.0,0.0035167804,-128,transpose_51,0.8967790019999999,0.0
39,PAD,387,115200.0,0.0,0.0,0.0,0.0,0.0035167804,-128,Pad_5,0.8967790019999999,0.0
38,TRANSPOSE,383,100352.0,0.0,0.0,0.0,0.0,0.0035167804,-128,transpose_49,0.8967790019999999,0.0
32,TRANSPOSE,359,415872.0,0.0,0.0,0.0,0.0,0.009748264,-128,transpose_39,2.4858073199999997,0.0
31,PAD,355,415872.0,0.0,0.0,0.0,0.0,0.009748264,-128,Pad_4,2.4858073199999997,0.0
30,TRANSPOSE,351,387200.0,0.0,0.0,0.0,0.0,0.009748264,-128,transpose_37,2.4858073199999997,0.0
24,PAD,327,207936.0,0.0,0.0,0.0,0.0,0.0077730874,-128,Pad_3,1.982137287,0.0
88,TRANSPOSE,583,50176.0,0.0,0.0,0.0,0.0,0.0069013624,-128,transpose_115,1.759847412,0.0
23,TRANSPOSE,323,193600.0,0.0,0.0,0.0,0.0,0.0077730874,-128,transpose_28,1.982137287,0.0
18,TRANSPOSE,303,207936.0,0.0,0.0,0.0,0.0,0.0071704993,-128,transpose_21,1.8284773215,0.0
17,PAD,299,207936.0,0.0,0.0,0.0,0.0,0.0071704993,-128,Pad_2,1.8284773215,0.0
16,TRANSPOSE,295,193600.0,0.0,0.0,0.0,0.0,0.0071704993,-128,transpose_19,1.8284773215,0.0
11,TRANSPOSE,275,207936.0,0.0,0.0,0.0,0.0,0.006416375,-128,transpose_9,1.6361756250000001,0.0
10,PAD,271,207936.0,0.0,0.0,0.0,0.0,0.006416375,-128,Pad_1,1.6361756250000001,0.0
9,TRANSPOSE,267,193600.0,0.0,0.0,0.0,0.0,0.006416375,-128,transpose_7,1.6361756250000001,0.0
46,PAD,415,115200.0,0.0,0.0,0.0,0.0,0.005934346,-128,Pad_6,1.51325823,0.0
47,TRANSPOSE,419,115200.0,0.0,0.0,0.0,0.0,0.005934346,-128,transpose_60,1.51325823,0.0
4,PADV2,247,802816.0,0.0,0.0,0.0,0.0,0.01873804,-128,PadV2,4.778200200000001,0.0
