op_name,tensor_idx,num_elements,stddev,mean_error,max_abs_error,mean_squared_error,scale,zero_point,tensor_name
TRANSPOSE,731,47040.0,0.0,0.0,0.0,0.0,0.017563116,-128,clip_by_value_29;clip_by_value_29/Minimum;transpose_131
TRANSPOSE,735,47040.0,0.0,0.0,0.0,0.0,0.017563116,-128,transpose_133
CONV_2D,739,7840.0,0.013839313,-0.00010615695,0.03163299,0.00019155936,0.047547944,-17,Add_44;convolution_31;convolution_29;Const_16
ADD,743,7840.0,0.025750196,5.8897793e-05,0.04353595,0.0006631314,0.08933987,-8,onnx_tf_prefix_Add_83
CONV_2D,747,47040.0,0.003201442,1.488375e-06,0.013862687,1.0252624e-05,0.014820605,-128,clip_by_value_30;clip_by_value_30/Minimum;transpose_137;Add_45;depthwise_16;convolution_30;Const_14
TRANSPOSE,751,47040.0,0.0,0.0,0.0,0.0,0.014820605,-128,clip_by_value_30;clip_by_value_30/Minimum;transpose_137
PAD,755,77760.0,0.0,0.0,0.0,0.0,0.014820605,-128,Pad_16
TRANSPOSE,759,77760.0,0.0,0.0,0.0,0.0,0.014820605,-128,transpose_139
DEPTHWISE_CONV_2D,763,47040.0,0.00477283,-1.27741e-05,0.018464541,2.2824046e-05,0.023529412,-128,clip_by_value_31;clip_by_value_31/Minimum;transpose_140;Add_46;depthwise_16;depthwise_15;Const_12
TRANSPOSE,767,47040.0,0.0,0.0,0.0,0.0,0.023529412,-128,clip_by_value_31;clip_by_value_31/Minimum;transpose_140
TRANSPOSE,771,47040.0,0.0,0.0,0.0,0.0,0.023529412,-128,transpose_142
CONV_2D,775,7840.0,0.03205335,-0.0001628337,0.074320704,0.0010277019,0.110165164,3,Add_47;convolution_31;Const_10
ADD,779,7840.0,0.05253363,0.000120618286,0.08950739,0.002760212,0.17971267,-16,onnx_tf_prefix_Add_89
CONV_2D,783,47040.0,0.0017640567,-5.1658494e-06,0.013499602,3.116903e-06,0.011366477,-128,clip_by_value_32;clip_by_value_32/Minimum;transpose_146;Add_48;depthwise_16;convolution_32;Const_8
TRANSPOSE,787,47040.0,0.0,0.0,0.0,0.0,0.011366477,-128,clip_by_value_32;clip_by_value_32/Minimum;transpose_146
PAD,791,77760.0,0.0,0.0,0.0,0.0,0.011366477,-128,Pad_17
TRANSPOSE,795,77760.0,0.0,0.0,0.0,0.0,0.011366477,-128,transpose_148
DEPTHWISE_CONV_2D,799,47040.0,0.0023169136,0.00014160418,0.0069947164,5.388883e-06,0.008447052,-128,clip_by_value_33;clip_by_value_33/Minimum;transpose_149;Add_49;depthwise_16;Const_6
TRANSPOSE,803,47040.0,0.0,0.0,0.0,0.0,0.008447052,-128,clip_by_value_33;clip_by_value_33/Minimum;transpose_149
TRANSPOSE,807,47040.0,0.0,0.0,0.0,0.0,0.008447052,-128,transpose_151
CONV_2D,811,15680.0,0.0058837696,0.00038688767,0.027058644,3.478443e-05,0.012572726,15,Add_50;convolution_33;Const_4
CONV_2D,815,62720.0,0.008307041,4.4470584e-05,0.06432381,6.9374066e-05,0.023529412,-128,clip_by_value_34;clip_by_value_34/Minimum;transpose_155;Add_51;convolution_34;Const_2
TRANSPOSE,819,62720.0,0.0,0.0,0.0,0.0,0.023529412,-128,clip_by_value_34;clip_by_value_34/Minimum;transpose_155
MEAN,823,1280.0,0.0041668406,-4.489799e-05,0.0073927403,1.7376617e-05,0.014793279,-128,Mean
RESHAPE,831,1280.0,0.0,0.0,0.0,0.0,0.014793279,-128,Reshape_17
RESHAPE,837,1280.0,0.0,0.0,0.0,0.0,0.014793279,-128,flatten/Reshape;Reshape_17
FULLY_CONNECTED,841,1000.0,0.041761905,0.0012643518,0.11558434,0.0017485161,0.1268778,-59,PartitionedCall:0
